symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,name,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
541799.BO,2026-09-04,20.100000381469727,19.125,14.759166770511204,13.756600036621094,11.950066623687745,11.084899954795837,19.21695578906368,7.909999847412109,20.100000381469727,True,True,True,True,True,True,True,True,False,87.49999888797306,dry,0.0,False,False,True,False,Sungold Media,Media,Advertising & Media Agencies,95.8041958041958,True,True,,,,,—
SSFL.NS,2026-09-04,260.0,249.20833460489908,249.37778006659613,256.9400021362305,176.70100072224935,165.37475059509276,253.73464308771085,86.0,295.1000061035156,True,True,True,True,True,True,True,True,False,66.42676805536985,noise,25.987525987525988,False,False,False,False,Srivari Spices &,Food Products,Other Food Products,95.1048951048951,True,True,,,,,5
DURLAX.NS,2026-09-07,65.0,65.39999993642171,58.90138869815402,56.222999801635744,51.525662638346354,48.440996932983396,64.6284010883367,30.549999237060547,72.0,True,True,True,True,True,True,True,True,False,60.692209577294776,noise,35.46099290780142,False,False,False,False,Durlax Top,Consumer Durables,"Furniture, Home Furnishing",94.4055944055944,True,True,,,,,20
CLSL.NS,2026-09-04,87.25,86.77500089009602,74.21805583106146,66.7970002746582,52.34800015767416,51.818000164031986,85.9841335067876,39.04999923706055,92.25,True,True,True,True,True,True,True,True,False,53.07017543859649,dry,0.0,False,True,False,False,Crop Life Scienc,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,93.7062937062937,True,True,,,,,5
544160.BO,2026-09-07,71.0,68.14666716257732,53.13777812321981,45.13340026855469,31.68486672083537,30.065400042533874,67.39445227232054,10.729999542236328,75.6500015258789,True,True,True,True,True,True,True,True,False,48.07090483901699,noise,60.18518518518518,False,True,False,False,Jay Kailash,Food Products,Packaged Foods,93.47319347319348,True,True,,,,,—
544052.BO,2026-09-07,45.900001525878906,39.80416679382324,37.73138862186008,39.36999977111817,31.08453327178955,30.570599918365478,42.044268170467504,18.0,47.880001068115234,True,True,True,True,True,True,True,True,False,48.06452105122227,noise,40.98360655737705,False,False,False,False,Benchmark Comp.,IT - Services,IT Enabled Services,93.24009324009323,True,True,,,,,—
GRCL.NS,2026-09-04,575.0,564.2125040690104,555.5375027126736,568.0650024414062,487.2476678466797,457.0530012512207,566.9389388979375,306.6499938964844,629.2000122070312,True,True,True,True,True,True,True,True,False,44.146404812734595,noise,98.0392156862745,False,False,False,False,Gayatri Rubbers,Industrial Products,Rubber,92.77389277389277,True,True,,,,,5
VELS.NS,2026-09-04,73.0,73.0,73.0,72.24399963378906,65.59499946594238,63.82774959564209,72.99841915394947,39.75,73.0,True,True,True,True,True,True,True,True,False,39.71291866028708,dry,0.0,False,False,True,False,Vels Film,Entertainment,"Film Production, Distribution & Exhibition",92.3076923076923,True,True,,,,,5
543352.BO,2026-09-04,191.89999389648438,185.01666259765625,173.91349114312067,170.36171508789062,149.66466837565105,147.1119817352295,187.55159384428418,106.50857078422933,191.89999389648438,True,True,True,True,True,True,True,True,False,34.41112109214477,dry,0.0,False,False,True,False,Platinumone Bus.,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),91.37529137529138,True,True,,,,,—
VERA.NS,2026-09-04,86.25,86.25,80.17638905843098,76.35700073242188,71.65066711425781,71.21300071716308,85.79134416742437,65.55000305175781,86.25,True,True,True,True,True,True,True,True,False,26.83823529411764,dry,0.0,False,False,True,False,Vera Synthetic,Textiles & Apparels,Other Textile Products,89.5104895104895,True,True,,,,,5
SERVICE.NS,2026-09-04,69.44999694824219,67.67916647593181,63.57083320617676,60.76099990844727,54.857999877929686,52.46749994277954,68.54225306988354,39.20000076293945,73.0,True,True,True,True,True,True,True,True,False,26.27272172407671,green,152.32974910394265,False,False,False,False,Service Care Ltd,Commercial Services & Supplies,Diversified Commercial Services,89.27738927738928,True,True,,,,,5
544151.BO,2026-09-07,114.0,113.87916628519694,104.87305577596028,100.96480026245118,85.26280026753743,84.3597502708435,112.5581132127518,60.0,127.98999786376953,True,True,True,True,True,True,True,True,False,12.370629304366144,noise,22.082018927444793,False,False,False,False,Chatha Foods,Food Products,Packaged Foods,84.84848484848484,True,True,,,,,—
ARABIAN.NS,2026-09-04,86.25,84.8583329518636,79.64166662428114,77.04299987792969,72.22366658528645,72.02375,85.68253587393315,63.20000076293945,94.30000305175781,True,True,True,True,True,True,True,True,False,12.012987012987008,dry,0.0,False,False,False,False,Arabian Petrol.,Petroleum Products,Lubricants,84.61538461538461,True,True,,,,,20
PROPEQUITY.NS,2026-09-04,225.0,212.58333333333334,218.8722212049696,222.41499908447267,211.26966583251954,204.2224993133545,214.24415420528172,145.0,268.0,True,True,True,True,True,True,True,True,False,10.83743842364533,green,247.93388429752068,False,False,False,False,P.E. Analytics,Realty,Real Estate related services,84.14918414918415,True,True,,,,,20
SABAR.NS,2026-09-04,9.5,7.804166714350383,6.736111097865635,6.293000001907348,5.709999984105428,5.639999973773956,8.187104438175373,3.950000047683716,9.550000190734863,True,True,True,True,True,True,True,True,False,4.395600019366919,ppv,213.1782945736434,False,False,True,False,Sabar Flex India,Industrial Products,Packaging,81.58508158508158,True,True,,,,,5
