symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,name,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
537573.BO,2026-08-10,8.399999618530273,7.682499845822652,9.506666633817884,10.246400012969971,14.354666748046874,14.877550077438354,8.16580326836997,6.699999809265137,20.309999465942383,False,False,False,False,False,False,False,True,False,-38.50659068549217,noise,70.4225352112676,False,False,False,False,Polymac Thermof.,Industrial Products,Plastic Products - Industrial,42.857142857142854,False,False
538731.BO,2026-08-10,4.090000152587891,4.090000152587891,4.14555565516154,4.127200050354004,4.301600000063578,4.505950018167495,4.097275398460759,3.0799999237060547,6.599999904632568,False,False,False,False,False,True,False,False,False,-29.238754253894662,dry,0.0,False,False,False,False,Hanman Fit,Leisure Services,Amusement Parks/ Other Recreation,56.25,False,False
543366.BO,2026-08-10,53.0,48.64416631062826,44.71555550893148,43.959199829101564,40.45986661275228,40.516999893188476,49.948008868832886,30.549999237060547,54.5,True,False,True,True,True,True,True,True,False,43.24324324324324,dry,0.0,False,False,True,False,SBL Infratech,Realty,"Residential, Commercial Projects",95.08928571428571,True,False
544156.BO,2026-08-10,10.899999618530273,10.070833206176758,11.463611099455091,11.791000022888184,14.831533311208089,16.481999983787535,10.500198013108182,9.029999732971191,28.350000381469727,False,False,False,False,False,False,False,True,False,-51.727193731800256,noise,62.5,False,False,False,False,Gconnect Logitec,Transport Services,Logistics Solution Provider,22.321428571428573,False,False
PERFECT.NS,2026-08-10,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469728,7.699999809265137,8.399999618530273,False,False,False,False,False,False,True,False,False,0.0,dry,,False,False,True,True,Perfect Infraeng,Electrical Equipment,Other Electrical Equipment,83.48214285714286,True,False
544173.BO,2026-08-10,12.489999771118164,12.268333196640015,14.474999984105429,16.389999904632568,16.5428665860494,17.5617499256134,12.41322172299488,10.369999885559082,35.5,False,False,False,False,False,False,False,True,False,-58.887425555797826,noise,167.5977653631285,False,False,False,False,Finelistings Tec,Retailing,E-Retail/ E-Commerce,16.517857142857142,False,False
543500.BO,2026-08-10,1.840000033378601,1.809166669845581,2.127222223414315,2.315199997425079,2.8663333296775817,3.1299999958276747,1.851692762633331,1.6299999952316284,6.110000133514404,False,False,False,False,False,False,False,False,False,-51.32275007128905,noise,49.944506104328525,False,True,False,False,Evoq Remedies,Commercial Services & Supplies,Trading & Distributors,22.767857142857142,False,False
543798.BO,2026-08-10,2.0999999046325684,2.1158333122730255,2.185833324988683,2.248399999141693,2.377799999713898,2.7072499984502794,2.1461186716935563,1.4199999570846558,9.920000076293945,False,False,False,False,False,True,False,False,False,-62.50000106436868,dry,0.0,False,False,False,False,Patron Exim,Chemicals & Petrochemicals,Trading - Chemicals,12.053571428571429,False,False
543579.BO,2026-08-10,2.609999895095825,2.609999895095825,2.614166557788849,2.5821999216079714,2.850933322906494,3.0315499913692476,2.6100554026390954,2.1700000762939453,5.599999904632568,False,False,False,False,True,False,False,False,False,-34.4221135028182,dry,0.0,False,False,False,False,Naturo Indiabull,Personal Products,Personal Care,47.767857142857146,False,False
542025.BO,2026-08-10,0.3199999928474426,0.3124999975164731,0.3058333338962661,0.31160000085830686,0.35513333320617674,0.3700499993562698,0.3164884872296812,0.27000001072883606,0.5099999904632568,False,False,False,False,True,False,False,True,False,-33.333333333333336,noise,59.28853754940712,False,False,False,False,Sun Retail,Commercial Services & Supplies,Trading & Distributors,50.0,False,False
543541.BO,2026-08-10,11.529999732971191,12.55666677157084,13.926111194822523,14.13440008163452,16.164000034332275,16.883000025749208,12.35780582308167,11.430000305175781,20.0,False,False,False,False,False,False,False,False,False,-19.707520831242743,red,833.3333333333334,False,False,False,True,Sailani Tours N,Leisure Services,"Tour, Travel Related Services",66.96428571428571,False,False
534659.BO,2026-08-10,5.699999809265137,5.699999809265137,5.594444354375203,5.567999935150146,5.289333257675171,5.151199905872345,5.693399774664946,4.510000228881836,5.699999809265137,True,True,True,True,True,False,True,True,False,9.615384968074835,dry,0.0,False,False,True,False,Jointeca Educati,IT - Software,Computers - Software & Consulting,86.60714285714286,True,False
541299.BO,2026-08-10,6.820000171661377,7.544999996821086,7.722777750757006,8.14119999885559,12.394315055211385,14.611036269664764,7.418963273604678,6.460000038146973,28.700000762939453,False,False,False,False,False,False,False,False,False,-64.42357775420594,red,214.47721179624665,False,False,False,False,Dr Lalchand. Lab,Healthcare Services,Healthcare Service Provider,10.267857142857142,False,False
538319.BO,2026-08-10,3.680000066757202,3.784999966621399,3.929444385899438,3.931799931526184,3.989999968210856,4.297499995231629,3.750360883799096,3.190000057220459,5.670000076293945,False,False,False,False,False,False,False,False,False,-15.402295461244597,dry,0.0,False,False,False,False,GCM Capital,Finance,Other Financial Services,72.76785714285714,True,False
543804.BO,2026-08-10,16.979999542236328,16.21000011761983,16.05750009748671,16.834600067138673,18.595466740926106,19.02560001373291,16.112716063011348,12.789999961853027,22.799999237060547,False,False,False,False,True,True,False,True,True,22.158273440526322,green,178.57142857142858,False,False,False,False,Amanaya Ventures,Non - Ferrous Metals,Precious Metals,92.85714285714286,True,False
543545.BO,2026-08-10,0.49000000953674316,0.5108333230018616,0.5405555483367708,0.552799997329712,0.6401333351929982,0.6841500005126,0.5054536026157084,0.46000000834465027,1.0800000429153442,False,False,False,False,False,False,False,False,False,-46.15384665768929,noise,94.7867298578199,False,False,False,True,Veerkrupa Jewel,Consumer Durables,"Gems, Jewellery And Watches",32.142857142857146,False,False
WINNY.NS,2026-08-10,30.600000381469727,32.2416664759318,36.82361094156901,37.61299964904785,46.802000020345055,52.76950002670288,31.728663407384765,30.600000381469727,83.5999984741211,False,False,False,False,False,False,False,False,False,-61.67814531469653,dry,0.0,False,False,False,True,Winny Immigratio,Leisure Services,"Tour, Travel Related Services",12.5,False,False
544188.BO,2026-08-10,10.149999618530273,10.149999618530273,9.761110782623291,9.57539981842041,10.689199879964193,11.443099908828735,10.123743722372975,8.5,17.350000381469727,False,False,False,False,True,False,False,True,False,-30.669403138643723,dry,0.0,False,False,False,False,Magenta Life,Consumer Durables,"Furniture, Home Furnishing",53.57142857142857,False,False
544056.BO,2026-08-10,23.0,21.394999821980793,22.90722221798367,21.655199813842774,20.551333230336507,25.506750102043153,21.943228626916913,15.260000228881836,46.0,False,False,False,False,True,True,False,True,False,-20.68965517241379,dry,0.0,False,False,False,False,Sahara Maritime,Transport Services,Logistics Solution Provider,65.17857142857143,False,False
543617.BO,2026-08-10,17.5,17.928332646687824,20.58055528004964,21.368999824523925,28.117133140563965,29.243700017929076,17.989846571221698,17.5,34.45000076293945,False,False,False,False,False,False,False,False,False,-48.224850902328285,dry,0.0,False,False,False,True,Reetech Intl,Consumable Fuels,Trading - Coal,28.57142857142857,False,False
538667.BO,2026-08-10,7.239999771118164,7.461666504542033,7.794722292158339,7.855000114440918,7.243333431879679,7.090900065898896,7.398548561532887,5.0,8.779999732971191,False,True,True,True,False,True,True,False,False,-11.707317810694018,dry,0.0,False,False,False,False,Sirohia & Sons,Commercial Services & Supplies,Trading & Distributors,76.33928571428571,True,False
543209.BO,2026-08-10,18.799999237060547,21.044999758402508,21.651944372389053,22.27699996948242,25.84733331044515,27.400000009536743,20.495209817136526,17.110000610351562,42.79999923706055,False,False,False,False,False,False,False,False,False,-36.24957821982474,noise,41.66666666666667,False,False,False,True,Billwin Indust.,Diversified,Diversified,45.535714285714285,False,False
RITEZONE.NS,2026-08-10,19.100000381469727,19.28333330154419,20.861110899183487,19.924999923706054,20.020999832153322,21.207249879837036,19.44176933213609,13.800000190734863,36.54999923706055,False,False,False,False,False,True,False,False,False,-36.96369352343704,dry,0.0,False,False,False,False,Rite Zone,Chemicals & Petrochemicals,Specialty Chemicals,45.089285714285715,False,False
PLADAINFO.NS,2026-08-10,10.0,10.412499825159708,11.140277624130249,11.2279998588562,11.668999977111817,12.7762500333786,10.348627299502857,9.100000381469727,24.75,False,False,False,False,False,False,False,False,False,-59.5959595959596,dry,0.0,False,False,False,False,Plada Infotech S,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),15.178571428571427,False,False
INDIFRA.NS,2026-08-10,11.949999809265137,11.69166644414266,12.11944415834215,12.51899974822998,13.298333269755046,13.999499983787537,11.757996386183164,11.399999618530273,20.799999237060547,False,False,False,False,False,False,False,True,False,-23.151127571141195,dry,0.0,False,False,False,False,Indifra Ltd,Gas,Gas Transmission/Marketing,61.60714285714286,False,False
540681.BO,2026-08-10,8.59000015258789,8.396666844685873,9.297222349378798,9.189800109863281,11.335733372370402,15.837550027370453,8.51284122012121,7.900000095367432,46.65999984741211,False,False,False,False,False,False,False,True,False,-80.76147847921311,dry,0.0,False,False,False,False,Chothani Foods,Food Products,Packaged Foods,3.571428571428571,False,False
543377.BO,2026-08-10,7.289999961853027,10.089166522026062,12.135555466016134,12.279799966812133,12.80200011253357,13.356150071620942,9.017883716720792,6.400000095367432,15.5,False,False,False,False,False,False,False,False,False,-51.07382450676795,noise,71.1864406779661,False,True,False,False,AFLOAT Enterpris,Industrial Products,Iron & Steel Products,23.214285714285715,False,False
538794.BO,2026-08-10,7.559999942779541,7.7224998871485395,8.016388813654581,9.060599918365478,13.21613343556722,13.481950101852417,7.660068265292306,7.559999942779541,20.299999237060547,False,False,False,False,False,False,False,False,False,-62.75861957187821,dry,0.0,False,False,False,True,Jet Solar,Realty,"Residential, Commercial Projects",11.160714285714286,False,False
544190.BO,2026-08-10,15.25,16.49750026067098,16.748333401150173,17.055800170898436,17.745266653696696,17.582999968528746,16.22723620378224,14.449999809265137,25.100000381469727,False,True,False,False,False,False,False,False,False,-35.78947368421053,dry,0.0,False,False,False,False,3C IT Solutions,IT - Services,IT Enabled Services,46.42857142857143,False,False
VERITAAS.NS,2026-08-10,33.29999923706055,34.816665967305504,36.88194433848063,38.92599967956543,47.717999954223636,50.489749908447266,34.513997914330055,33.099998474121094,74.9000015258789,False,False,False,False,False,False,False,False,False,-55.48128625874703,dry,0.0,False,False,False,True,Veritaas Adver.,Media,Advertising & Media Agencies,18.75,False,False
543460.BO,2026-08-10,36.900001525878906,40.42000071207682,47.071389516194664,52.338800048828126,70.20846682230632,85.3843502998352,40.07947996279181,36.900001525878906,134.5,False,False,False,False,False,False,False,False,False,-72.56505462759932,dry,0.0,False,False,False,True,Quality RO Indu.,Industrial Manufacturing,Industrial Products,7.142857142857142,False,False
542146.BO,2026-08-10,8.59000015258789,7.81333343187968,8.064166651831734,8.981800003051758,10.784600098927816,11.78055006980896,7.992263412380154,6.230000019073486,64.5,False,False,False,False,False,True,False,True,False,-86.51914628369948,dry,0.0,False,False,False,False,Sh. Krish. Infr.,Realty,"Residential, Commercial Projects",1.3392857142857142,False,False
542592.BO,2026-08-10,16.530000686645508,15.119166612625122,15.55444433954027,17.472399997711182,18.1003999710083,19.750899953842165,15.406881331213407,12.800000190734863,102.0,False,False,False,False,False,False,False,True,False,-82.41489288654734,green,109.8901098901099,False,False,False,False,Humming Bird Edu,Other Consumer Services,Education,2.6785714285714284,False,False
ISHAN.NS,2026-08-10,0.5,0.47083332637945813,0.5250000043047799,0.5490000069141387,0.6356666648387909,0.6802500006556511,0.47757642503684217,0.44999998807907104,1.0,False,False,False,False,False,False,False,True,False,-47.36842039219229,noise,88.96797153024912,False,False,False,False,Ishan Internat.,Industrial Manufacturing,Industrial Products,30.357142857142854,False,False
543475.BO,2026-08-10,69.6500015258789,71.17083549499512,86.16666836208768,96.18400177001953,130.56000071207683,135.57499965667725,70.946162915511,37.34000015258789,168.0,False,False,False,False,False,True,False,False,False,45.104169845581055,dry,0.0,False,False,False,False,Ekennis Software,IT - Services,IT Enabled Services,95.98214285714286,True,False
544094.BO,2026-08-10,32.599998474121094,29.057500044504803,29.07972213957045,30.17180004119873,32.880800018310545,36.00605009078979,30.456447841611723,22.530000686645508,59.95000076293945,False,False,False,False,True,True,False,True,False,-39.62963245533131,red,114.94252873563218,False,False,False,False,Euphoria Infotec,IT - Services,IT Enabled Services,40.625,False,False
543516.BO,2026-08-10,6.150000095367432,5.810833374659221,5.289722257190281,5.155800018310547,6.337733338673909,7.111600008010864,5.888619121372918,4.260000228881836,12.970000267028809,False,False,False,False,True,True,False,True,False,-50.721151274454336,noise,36.674816625916876,False,False,False,False,Dhyaani Trade,Commercial Services & Supplies,Trading & Distributors,23.660714285714285,False,False
534708.BO,2026-08-10,8.609999656677246,8.764166673024496,8.8702777756585,8.976400051116944,8.628333346048992,8.573700003623962,8.850193351157284,6.809999942779541,11.75,False,True,False,True,False,False,False,False,False,-16.000003349490278,dry,0.0,False,False,False,False,Shanti Guru Inds,Retailing,Diversified Retail,72.32142857142857,True,False
539864.BO,2026-08-10,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,False,True,True,Ghushine Fintrra,Textiles & Apparels,Other Textile Products,,False,False
DHTL.NS,2026-08-10,35.0,35.04166730244955,37.15277777777778,38.93199996948242,46.82499936421712,58.49099954605103,34.618217412757545,30.649999618530273,125.19999694824219,False,False,False,False,False,False,False,True,False,-29.07801199152248,green,121.95121951219512,False,False,False,False,Docmode Health,Other Consumer Services,E-Learning,56.69642857142857,False,False
542850.BO,2026-08-10,8.34000015258789,7.801666617393494,8.081666588783264,8.270999937057494,8.478200012842814,9.556949989795685,7.926195225331476,5.949999809265137,21.940000534057617,False,False,False,False,True,True,False,True,False,-51.87535955392916,green,147.05882352941177,False,False,False,False,Goblin India,Consumer Durables,"Gems, Jewellery And Watches",21.428571428571427,False,False
538496.BO,2026-08-10,8.539999961853027,7.849166591962178,8.09333332379659,8.191599988937378,8.60846667289734,9.54265002965927,8.054315578788469,6.010000228881836,15.369999885559082,False,False,False,False,True,True,False,True,False,-38.64942589765622,dry,0.0,False,False,False,False,Tarini Internat.,Commercial Services & Supplies,Consulting Services,41.964285714285715,False,False
542446.BO,2026-08-10,3.9000000953674316,3.8441666960716248,3.501944455835554,3.496400008201599,3.827481449445089,4.658122078180313,3.9150615459416738,2.5,8.912172860722551,False,False,False,False,True,True,False,False,False,-51.76845607504854,red,119.8083067092652,False,False,False,False,Jonjua Overseas,Commercial Services & Supplies,Consulting Services,21.875,False,False
SAROJA.NS,2026-08-10,29.350000381469727,29.65416669845581,31.23888895246718,31.62800006866455,32.9426665242513,35.075000038146975,29.470422576720075,28.0,60.0,False,False,False,False,False,False,False,False,False,-18.01675696382058,ppv,1090.9090909090908,False,True,False,False,Saroja Pharma In,Chemicals & Petrochemicals,Specialty Chemicals,69.19642857142857,False,False
544015.BO,2026-08-10,31.0,31.690833409627277,31.89500003390842,32.2268000793457,40.37779998779297,42.74040002822876,31.773567536625432,28.079999923706055,70.75,False,False,False,False,False,False,False,False,False,-52.23420759452719,red,198.01980198019803,False,False,False,False,Mish Designs,Textiles & Apparels,Garments & Apparels,20.982142857142858,False,False
SHANTHALA.NS,2026-08-10,17.25,17.774999777475994,21.39722230699327,21.88600009918213,26.767666702270507,27.821500005722047,18.083080277440907,17.049999237060547,46.900001525878906,False,False,False,False,False,False,False,False,False,-50.71428571428571,red,170.94017094017093,False,False,False,True,Shanthala FMCG,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,24.107142857142858,False,False
CBAZAAR.NS,2026-08-10,5.25,6.037500023841858,5.841666632228428,5.361999988555908,4.755666659673055,4.558499989509582,5.854925102284959,3.049999952316284,6.550000190734863,True,True,True,True,False,True,True,False,False,9.374995653828154,noise,39.682539682539684,False,False,False,False,Net Avenue,Retailing,E-Retail/ E-Commerce,86.16071428571429,True,False
MAKS.NS,2026-08-10,16.350000381469727,17.68749984105428,20.1888886557685,21.802999801635742,25.76099983215332,27.350999727249146,17.53520739550204,16.350000381469727,36.0,False,False,False,False,False,False,False,False,False,-42.22614550441959,red,625.0,False,False,False,True,Maks Energy,Industrial Products,"Compressors, Pumps & Diesel Engines",37.94642857142857,False,False
540756.BO,2026-08-10,11.880000114440918,12.835833390553793,17.790833393732708,20.551599979400635,25.677199840545654,26.31219982624054,12.941606342971744,11.829999923706055,29.799999237060547,False,False,False,False,False,False,False,False,False,-11.804009807481696,red,833.3333333333334,False,False,False,True,Kaarya Facilit.,Commercial Services & Supplies,Diversified Commercial Services,75.89285714285714,True,False
QUADPRO.NS,2026-08-10,2.4000000953674316,2.4000000953674316,2.38472228580051,2.3250000524520873,2.20233336130778,2.329500027894974,2.3996983460213714,1.850000023841858,3.450000047683716,True,False,False,False,True,False,False,True,False,-27.272723331924254,noise,333.33333333333337,False,False,False,False,Quadpro ITeS,IT - Services,IT Enabled Services,58.03571428571429,False,False
JIWANRAM.NS,2026-08-10,5.0,4.925000031789144,5.28333334128062,5.310000019073486,5.379333340326945,5.6842500114440915,4.967199254607615,4.349999904632568,10.449999809265137,False,False,False,False,False,False,False,True,False,-43.82022231113658,noise,35.46099290780142,False,False,False,False,Jiwanram Sheo,Industrial Products,Other Industrial Products,33.92857142857143,False,False
INSPIRE.NS,2026-08-10,9.050000190734863,9.275000095367432,8.702777836057875,8.99100004196167,10.08300004641215,10.881500008106231,9.111014165664718,6.800000190734863,22.549999237060547,False,False,False,False,True,True,False,False,False,-50.13773894796532,dry,0.0,False,False,False,False,Inspire Films,Entertainment,Media & Entertainment,25.44642857142857,False,False
540782.BO,2026-08-10,12.0,11.909166733423868,11.804722256130642,12.035600051879882,12.029466648101806,12.308799982070923,11.828292980756519,7.5,16.219999313354492,False,False,False,False,False,True,False,True,False,-14.468993382805218,dry,0.0,False,False,False,False,Sanghvi Brands,Leisure Services,Hotels & Resorts,73.66071428571429,True,False
SABAR.NS,2026-08-10,6.849999904632568,6.295833349227905,5.637500034438239,5.649000015258789,5.377333313624064,5.460249979496002,6.3888303370711474,3.950000047683716,9.550000190734863,True,False,False,True,True,True,False,True,False,48.91304449232856,noise,23.25581395348837,False,True,False,False,Sabar Flex India,Industrial Products,Packaging,96.875,True,False
543745.BO,2026-08-10,6.03000020980835,6.055000027020772,5.920277767711216,6.027799987792969,9.503266668319702,10.376699988842011,5.966394109084847,5.5,15.479999542236328,False,False,False,False,True,False,False,True,False,-40.05964256174354,noise,44.642857142857146,False,False,False,False,SVS Ventures,Realty,"Residential, Commercial Projects",39.732142857142854,False,False
540811.BO,2026-08-10,13.600000381469727,13.06333327293396,13.605277670754326,13.715799922943114,11.896866601308187,11.947799925804139,13.159945583636249,8.15999984741211,18.0,True,False,False,True,False,True,True,True,False,-19.526623145258593,ppv,1428.5714285714287,True,False,False,False,Diggi Multitrade,Commercial Services & Supplies,Trading & Distributors,67.85714285714286,False,False
543537.BO,2026-08-10,39.900001525878906,63.93083381652832,71.97694460550944,73.10340011596679,73.1918000793457,69.97495029449463,56.39628080496445,35.959999084472656,89.9000015258789,False,True,False,False,False,False,False,False,False,-48.701462905526164,red,2380.952380952381,False,False,False,True,Scarnose Inter.,Textiles & Apparels,Other Textile Products,27.67857142857143,False,False
543905.BO,2026-08-10,12.350000381469727,12.350000381469727,13.203055752648247,13.85340009689331,13.837800013224284,14.164650001525878,12.377318314670212,10.109999656677246,18.850000381469727,False,False,False,False,False,False,False,False,False,-21.186979442628186,dry,0.0,False,False,False,False,Innokaiz India,Media,Advertising & Media Agencies,63.39285714285714,False,False
538579.BO,2026-08-10,17.8799991607666,17.730833212534588,18.295277913411457,18.36580005645752,18.34653355916341,18.10595022678375,17.814321420169406,10.0,19.18000030517578,False,True,True,True,False,True,True,True,False,32.053169949341864,green,245.0980392156863,False,False,False,False,Zinema Media,Commercial Services & Supplies,Trading & Distributors,93.75,True,False
543651.BO,2026-08-10,24.459999084472656,24.22249921162923,23.836110432942707,23.71119934082031,20.86793305714925,21.16384979248047,24.316233559946422,12.010000228881836,25.399999618530273,True,False,True,True,True,True,True,True,False,14.656970121790946,dry,0.0,False,False,False,False,DAPS Advertising,Media,Advertising & Media Agencies,87.94642857142857,True,False
AMIABLE.NS,2026-08-10,73.0,71.62916501363118,74.7402752770318,75.6839974975586,74.0729997253418,72.8052495765686,72.21166829644368,52.5,97.5,False,True,True,True,False,True,False,True,False,-2.0134228187919434,green,483.8709677419355,False,False,False,False,Amiable Logistic,Transport Services,Logistics Solution Provider,81.25,True,False
539985.BO,2026-08-10,19.0,18.665833314259846,21.04527786042955,22.232400093078613,34.187466557820635,48.73810003280639,18.90218186342363,16.889999389648438,124.19999694824219,False,False,False,False,False,False,False,True,False,-78.82536577601516,dry,0.0,False,False,False,False,Titaanium Ten,Textiles & Apparels,Other Textile Products,4.910714285714286,False,False
543594.BO,2026-08-10,5.0,4.527499993642171,5.603888895776537,6.0611999893188475,8.909400018056234,10.990399971008301,4.696057978639456,3.9000000953674316,25.0,False,False,False,False,False,False,False,True,False,-76.58079667136847,dry,17.045454545454543,False,False,False,False,Dipna Pharmachem,Pharmaceuticals & Biotechnology,Pharmaceuticals,6.25,False,False
544168.BO,2026-08-10,27.010000228881836,27.86583360036214,28.998889287312824,29.52580017089844,31.017733421325683,32.79435008049011,27.725956353123138,24.020000457763672,48.0,False,False,False,False,False,False,False,False,False,-30.654686264906083,dry,0.0,False,False,False,False,Varyaa Creations,Consumer Durables,"Gems, Jewellery And Watches",54.01785714285714,False,False
543656.BO,2026-08-10,13.5,13.085833311080933,13.425000058280098,13.116800022125243,14.391800072987875,15.266400103569032,13.065174735783396,10.699999809265137,24.459999084472656,False,False,False,False,True,False,False,True,False,-42.553191489361694,green,197.36842105263156,False,False,False,False,Technopack Poly.,Consumer Durables,Plastic Products - Consumer,36.607142857142854,False,False
543521.BO,2026-08-10,5.239999771118164,5.25166670481364,5.25722238752577,5.186200141906738,7.840933485031128,8.118450129032135,5.24707646078391,3.819999933242798,11.199999809265137,False,False,False,False,True,True,False,False,False,-26.507718274713575,dry,0.0,False,False,False,False,Fone4 Communica.,Retailing,E-Retail/ E-Commerce,58.48214285714286,False,False
544025.BO,2026-08-10,71.0,70.16666666666667,70.05555555555556,70.26699981689453,71.37953297932943,73.78814964294433,70.33089958149841,68.0,93.9000015258789,False,False,False,False,True,False,True,True,False,-12.829953762776313,noise,172.41379310344826,False,False,False,False,Arrowhead Sepera,Industrial Manufacturing,Industrial Products,75.0,True,False
541799.BO,2026-08-10,12.350000381469727,12.069166898727417,11.464722209506565,11.457799873352052,10.77519992828369,10.268899946212768,12.172310713576811,7.909999847412109,14.539999961853027,True,True,True,True,True,True,True,True,False,-6.155011210746086,dry,0.0,False,False,False,False,Sungold Media,Media,Advertising & Media Agencies,78.57142857142857,True,True
543520.BO,2026-08-10,12.390000343322754,12.479999939600626,11.508055554495918,11.471400012969971,14.326866677602132,16.136000013351442,12.552974598141695,9.0,26.729999542236328,False,False,False,False,True,True,False,False,False,-43.681816621260204,red,821.5818516247701,False,False,False,False,Global Longlife,Healthcare Services,Hospital,34.82142857142857,False,False
MONOPHARMA.NS,2026-08-10,7.599999904632568,9.40833330154419,10.365277740690443,10.671999950408935,11.67,13.547999954223632,8.903095926527207,7.5,27.5,False,False,False,False,False,False,False,False,False,-68.72427924589554,red,348.2587064676617,False,False,False,True,Mono Pharmacare,Pharmaceuticals & Biotechnology,Pharmaceuticals,8.035714285714286,False,False
540269.BO,2026-08-10,11.199999809265137,10.166666507720947,8.196111016803318,7.819199905395508,8.681066621144613,9.010399928092957,10.525770129906835,6.849999904632568,11.5,True,False,False,False,True,True,True,True,False,1.8181800842285156,noise,178.57142857142858,False,False,False,False,Super Fine Knit.,Consumer Durables,"Gems, Jewellery And Watches",83.92857142857143,True,False
