symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
DHARAN.NS,0.15000000596046448,0.1574999988079071,0.14194444256524244,0.14439999893307687,0.19200000002980233,0.27239999916404484,0.15613340005719112,0.10999999940395355,0.6100000143051147,False,False,False,False,True,True,False,False,False,-70.58823357541391,red,205.68687604823884,False,False,False,False,,Realty,"Residential, Commercial Projects",1.3480392156862746,False,False
DHARMAJ.NS,261.1000061035156,269.32916768391925,272.1888885498047,270.4007995605469,250.86360036214194,263.20370040893556,267.01909248355054,210.64999389648438,386.5,False,False,False,True,False,False,False,False,False,-8.472669345178785,noise,40.931563935995676,False,False,False,False,,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,53.02287581699346,False,False
DHRUV.NS,28.34000015258789,28.12333329518636,29.25333325068156,30.967999992370604,36.13126661936442,40.391299924850465,28.314854646473144,22.219999313354492,75.0,False,False,False,False,False,False,False,True,False,-56.8645335327582,dry,10.93148526106389,False,False,False,False,,Commercial Services & Supplies,Consulting Services,3.9624183006535945,False,False
DHUNINV.NS,859.4000244140625,836.6541646321615,842.54027472602,868.9089953613282,977.0870011393229,1085.8167510986327,844.5641210039977,667.0999755859375,1573.0999755859375,False,False,False,False,False,False,False,True,False,-40.396142455844476,dry,19.041006543373516,False,False,False,False,,Finance,Non Banking Financial Company (NBFC),12.785947712418299,False,False
DTIL.NS,136.91000366210938,136.74249903361002,136.1408331129286,138.4325991821289,143.3100664774577,151.8332999801636,137.19020575306251,102.0,212.67945820814242,False,False,False,False,False,True,False,False,True,-28.42102525593425,noise,73.07244952088028,False,False,False,False,,Agricultural Food & other Products,Tea & Coffee,26.715686274509803,False,False
DVL.NS,235.10000610351562,239.41583506266275,241.87611177232532,243.73180053710936,250.98561340332031,272.9227899169922,238.7072830761932,186.99000549316406,380.6324986153261,False,False,False,False,False,False,False,False,False,-27.562718898376993,noise,41.49324430680474,False,False,False,False,,Industrial Products,Packaging,27.90032679738562,False,False
DIAMINESQ.NS,239.88999938964844,244.8741683959961,252.20749961005316,256.89700103759765,252.0756002807617,267.81544975280764,243.70039812192422,208.00999450683594,456.689639409765,False,False,False,False,False,False,False,False,False,-36.63847147213398,noise,38.24802755627654,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,16.911764705882355,False,False
DIACABS.NS,208.5399932861328,205.22333145141602,196.15972179836697,187.02719970703126,152.33893310546875,151.67914978027343,205.1061586269983,107.19999694824219,219.0,True,True,True,True,True,True,True,True,False,89.75431336734465,noise,50.83951407087783,False,True,False,False,,Electrical Equipment,Other Electrical Equipment,95.7107843137255,True,True
DICIND.NS,501.79998779296875,510.7458318074544,512.341667175293,519.7550006103515,513.2264510091146,517.4690290832519,511.67114913660544,447.9634122961736,662.9957944785793,False,False,False,True,False,False,True,False,False,-22.356887291145323,red,117.35927880386983,False,False,False,False,,Chemicals & Petrochemicals,Printing Inks,34.72222222222222,False,False
DTL.NS,120.19999694824219,124.12499872843425,129.36388778686523,124.94399932861329,126.51833307902018,132.19149951934816,122.87731428982897,82.05000305175781,178.0,False,False,False,False,False,True,False,False,False,-23.924052564403674,dry,0.0,False,False,False,False,,Commercial Services & Supplies,Diversified Commercial Services,33.006535947712415,False,False
DIFFNKG.NS,415.29998779296875,378.4916636149089,341.5263883802626,331.91380004882814,299.3250662231445,318.4675496673584,381.9378337420003,216.8000030517578,422.20001220703125,True,False,False,True,True,True,True,True,False,36.97417474834981,ppv,443.05050632380033,True,False,True,False,,Industrial Products,Other Industrial Products,87.62254901960785,True,False
DGCONTENT.NS,26.579999923706055,26.605000178019207,27.338889016045464,28.23840003967285,28.8288666788737,30.48509998321533,26.903124434523626,21.610000610351562,51.0,False,False,False,False,False,False,False,False,False,-41.402117358789766,noise,72.36500999925931,False,False,False,False,,Media,Advertising & Media Agencies,11.846405228758169,False,False
DIGIDRIVE.NS,18.190000534057617,18.549166679382324,19.654722266727024,20.715600051879882,22.62939993540446,24.501049966812133,18.622777570641546,16.100000381469727,36.849998474121094,False,False,False,False,False,False,False,False,False,-41.32257892239478,noise,40.94139125736036,False,False,False,False,,Retailing,E-Retail/ E-Commerce,11.887254901960784,False,False
DIGIKORE.NS,48.849998474121094,51.43333339691162,58.049999978807236,61.79099983215332,70.02233322143555,84.61149993896484,51.61081164401122,45.349998474121094,199.0,False,False,False,False,False,False,False,False,False,-70.375985274574,noise,74.87600152613506,False,False,False,False,,Entertainment,Media & Entertainment,1.3888888888888888,False,False
DIGISPICE.NS,19.559999465942383,19.91166655222575,19.942777792612713,20.083200035095214,20.62706668217977,22.143900017738343,19.73711504238296,14.819999694824219,35.5,False,False,False,False,False,True,False,False,False,-12.911842104816195,noise,52.43550524450909,False,True,False,False,,IT - Services,IT Enabled Services,47.30392156862745,False,False
DIGITIDE.NS,85.01000213623047,86.31833457946777,88.07583363850911,90.45659988403321,105.09453348795573,120.94830009460449,86.6154789545493,69.9000015258789,279.69000244140625,False,False,False,False,False,False,False,False,False,-62.85339747914276,noise,30.484525135290763,False,False,False,False,,IT - Services,IT Enabled Services,2.491830065359477,False,False
DIGJAMLMTD.NS,46.880001068115234,45.228333155314125,45.72638861338297,46.152999801635744,46.10686650594076,47.49779977798462,45.740950970607045,32.83000183105469,59.75,False,False,False,False,True,True,True,True,False,35.10086466103009,red,109.43950235687167,False,False,False,False,,Textiles & Apparels,Other Textile Products,86.9281045751634,True,False
DNAMEDIA.NS,2.7200000286102295,2.8650000294049582,2.913333363003201,2.957400026321411,3.390333350499471,3.6694000124931336,2.827688303523788,2.3299999237060547,5.860000133514404,False,False,False,False,False,False,False,False,False,-45.16129016752174,noise,92.95505188052849,False,False,False,False,,Media,Electronic Media,9.191176470588236,False,False
DBL.NS,463.8500061035156,442.83750406901044,440.8152787950304,447.5250006103516,447.11766662597654,461.13497909545896,449.29976372202594,382.04998779296875,585.0,True,False,False,False,True,False,True,True,True,-4.783073712470687,green,112.65006292582889,False,False,False,False,,Construction,Civil Construction,57.393790849673195,False,False
DISAQ.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,False,False,False,,Industrial Manufacturing,Industrial Products,,False,False
DISHTV.NS,3.059999942779541,3.1300000150998435,3.251666658454471,3.4119999837875366,3.391800002257029,3.7548500007390975,3.1246765786956003,1.8200000524520874,6.539999961853027,False,False,False,False,False,True,False,False,False,-38.80000114440918,red,123.30116737658257,False,False,False,False,,Entertainment,TV Broadcasting & Software Production,14.54248366013072,False,False
DCAL.NS,168.57000732421875,173.76166915893555,185.7880571153429,183.7120004272461,199.48633341471353,219.52224990844726,173.58298063135868,128.5,321.95001220703125,False,False,False,False,False,True,False,False,False,-30.06844837582362,noise,29.780730551842904,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,24.63235294117647,False,False
DIVGIITTS.NS,873.3499755859375,849.0208333333334,778.0986141628689,766.2000024414062,685.0389990234376,675.4889077758789,848.6337335036811,570.0858910279799,896.0,True,True,True,True,True,True,True,True,False,47.27732884051841,green,105.24348475802907,False,False,True,False,,Auto Components,Auto Components & Equipments,89.95098039215686,True,True
DIVISLAB.NS,6557.5,6695.583333333333,6717.916666666667,6645.73,6388.933333333333,6366.995,6690.083281810641,5636.5,7039.446635250951,True,True,True,True,False,False,True,False,False,-0.7329850671801363,red,141.9605488365988,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,63.11274509803921,False,False
DPEL.NS,476.04998779296875,481.92083231608075,500.4277742173937,489.8539971923828,369.98266550699867,340.0537491607666,481.28824439850575,123.0,547.7999877929688,True,True,True,True,False,True,True,False,False,252.36859088534177,noise,50.505050505050505,False,False,False,False,,Industrial Products,Cables - Electricals,99.30555555555556,True,False
DIXON.NS,11805.0,12108.083333333334,11562.722222222223,11459.42,11568.22,12831.409716796876,12042.009763682297,9600.0,18471.0,False,False,False,False,True,False,False,False,False,-18.5836626360091,noise,60.731453299978696,False,False,False,False,,Consumer Durables,Consumer Electronics,40.032679738562095,False,False
DJML.NS,115.38999938964844,113.73583285013835,105.21499972873264,101.84779998779297,85.6733334350586,87.11014999389648,114.11866150512272,52.0,126.95999908447266,True,False,False,True,True,True,True,True,False,14.434022358233678,red,128.03280181807736,False,False,False,False,,Transport Services,Logistics Solution Provider,76.22549019607843,True,False
DLF.NS,614.75,614.7291615804037,592.9500003390842,594.4480004882812,621.6063332112631,655.3355003356934,614.745066644578,489.3999938964844,862.3921385185729,False,False,False,False,True,False,False,True,False,-27.104588328818167,noise,83.91752179828707,False,False,False,False,,Realty,"Residential, Commercial Projects",28.513071895424837,False,False
DMCC.NS,261.3999938964844,252.37916564941406,270.5597224765354,274.21300018310546,250.50626729329426,263.8459503173828,254.87635008013976,191.35000610351562,347.4016480778517,False,False,False,True,False,True,True,True,False,2.1350019191550995,noise,41.14519450437298,False,True,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,65.890522875817,False,False
DHTL.NS,40.5,40.35416634877523,45.55833307902018,44.90199951171875,55.63466601053874,64.32474960327148,40.99620696546599,36.900001525878906,125.19999694824219,False,False,False,False,False,False,False,False,False,-29.93079492286227,dry,0.0,False,False,False,False,,Other Consumer Services,E-Learning,25.040849673202615,False,False
DODLA.NS,1121.300048828125,1103.4500122070312,1087.7694481743706,1091.4940051269532,1136.3319986979166,1184.2464965820313,1109.1879242399107,964.0999755859375,1525.0,False,False,False,False,True,False,False,True,False,-16.214286685055878,noise,50.76729109315667,False,False,False,False,,Food Products,Dairy Products,42.93300653594771,False,False
DOLATALGO.NS,72.16999816894531,75.14083290100098,75.47583368089464,76.25040008544921,77.87109827677409,78.60222297668457,74.4844941593206,65.0,103.46527818292729,False,False,False,False,False,False,False,False,False,-25.16933766299826,noise,32.779862484990396,False,False,False,False,,Capital Markets,Stockbroking & Allied,31.209150326797385,False,False
DOLLAR.NS,272.6499938964844,258.74166742960614,263.54999923706055,274.4006002807617,298.77286763509113,314.5736508178711,262.57199637306104,220.5,426.7253491899157,False,False,False,False,False,False,False,True,False,-24.393504685697863,ppv,212.73077737974808,False,False,False,False,,Textiles & Apparels,Garments & Apparels,32.51633986928105,False,False
DOLLEX.NS,30.100000381469727,30.43333339691162,30.993055714501274,30.994000053405763,34.24533335367838,36.05625,30.270299465253437,26.0,44.25,False,False,False,False,False,False,False,False,False,-18.53856627884084,noise,68.02721088435374,False,False,False,False,,Agricultural Food & other Products,Sugar,40.07352941176471,False,False
DOLPHIN.NS,368.54998779296875,384.46666208902997,399.0263858371311,403.7039971923828,408.2133323160807,403.6009992980957,381.4537871898306,322.0,501.95001220703125,False,True,False,False,False,False,False,False,False,-0.18957676561441872,noise,24.507096702932568,False,False,False,False,,Oil,Offshore Support Solution Drilling,63.48039215686274,False,False
DOMS.NS,2231.10009765625,2285.4583536783853,2233.5861070421006,2265.4580029296876,2367.8026611328123,2413.8212646484376,2263.596727860924,2023.9000244140625,2766.640003932077,False,False,False,False,False,False,True,False,False,-8.318908549310489,noise,31.080983610297725,False,False,False,False,,Household Products,Stationary,53.47222222222222,False,False
DONEAR.NS,87.0199966430664,89.81166648864746,90.78777758280437,91.3147999572754,91.65419982910156,92.85921852111817,89.80957332210642,77.5999984741211,119.30335474328338,False,False,False,False,False,False,False,False,False,-18.313904938370275,red,129.34296785636903,False,False,False,False,,Textiles & Apparels,Other Textile Products,40.27777777777778,False,False
DRAGARWQ.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,False,False,False,,Healthcare Services,Hospital,,False,False
AGARWALEYE.NS,474.1499938964844,458.59583282470703,462.0708363850911,458.69200134277344,464.84533426920575,471.53675033569334,468.41125284492927,385.3500061035156,568.0,True,False,False,False,True,False,True,True,False,17.567569612693855,noise,41.13307842629545,False,False,False,False,,Healthcare Services,Hospital,78.10457516339869,True,False
LALPATHLAB.NS,1647.0,1641.7975362141926,1615.64353773329,1569.8053588867188,1465.2913338216147,1493.447808227539,1646.8860777554771,1269.5334349817506,1798.6553793754997,True,False,False,True,True,False,True,True,False,21.4301483588617,noise,79.87187581880059,False,False,False,False,,Healthcare Services,Healthcare Service Provider,80.35130718954248,True,False
DRREDDY.NS,1375.699951171875,1296.9166666666667,1297.6777750651042,1297.5279956054687,1268.9706681315104,1266.2994995117188,1314.8599226436193,1148.4000244140625,1414.9000244140625,True,True,False,True,True,False,True,True,False,3.5238722773704323,ppv,359.3000815350214,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,66.95261437908496,False,False
DRCSYSTEMS.NS,14.020000457763672,14.254166762034098,14.73750008477105,15.030600051879883,15.745999965667725,16.84329996585846,14.260630808321254,11.5,23.68000030517578,False,False,False,False,False,False,False,False,False,-27.917738263138002,noise,39.227615773250825,False,False,False,False,,IT - Software,Computers - Software & Consulting,27.450980392156865,False,False
DREAMFOLKS.NS,66.48999786376953,70.09666697184245,73.97361119588216,76.33239990234375,88.22779993693034,97.47955009460449,69.4873371129047,56.0,239.0,False,False,False,False,False,False,False,False,False,-70.30370715663805,noise,54.896503694239506,False,False,False,False,,Transport Infrastructure,Airport & Airport services,1.4297385620915033,False,False
DREDGECORP.NS,1067.0999755859375,1118.9750061035156,1083.9861178927952,1048.9060034179688,986.8436661783854,912.5867495727539,1123.6859884655996,538.0,1286.0,True,True,True,True,True,True,True,False,False,52.20368174939944,noise,43.40540592330202,False,False,False,False,,Engineering Services,Dredging,91.2173202614379,True,True
DRONE.NS,42.0,41.70416673024496,42.159722010294594,45.14199981689453,53.38699999491374,59.65650011062622,41.974804772297915,36.0,115.69999694824219,False,False,False,False,False,False,False,True,False,-61.05702309297851,noise,23.634453781512605,False,False,False,False,,Other Consumer Services,Education,3.104575163398693,False,False
DRSDILIP.NS,110.0,110.0,115.80555555555556,116.84,94.01933321634928,93.75549997329712,110.57227221106464,52.25,119.5,True,True,True,True,False,True,True,False,False,12.244897959183664,dry,0.0,False,False,False,False,,Transport Services,Logistics Solution Provider,74.26470588235294,True,False
KEEPLEARN.NS,1.9199999570846558,1.9724999964237213,2.0394444200727673,2.0467999792099,2.1327333283424377,2.3003499943017958,1.9621590733081318,1.5399999618530273,3.619999885559082,False,False,False,False,False,False,False,False,False,-41.64133801377755,noise,20.625700205285618,False,True,False,False,,Other Consumer Services,Education,11.47875816993464,False,False
DUGLOBAL.NS,38.099998474121094,33.52083317438761,37.01666646533542,38.49399990081787,34.75366677602132,35.42525004386902,34.75987849727666,26.5,50.900001525878906,True,False,False,True,False,True,False,True,False,-25.147352982396185,noise,52.57623554153522,False,False,False,False,,Leisure Services,"Tour, Travel Related Services",31.290849673202615,False,False
DUCOL.NS,109.0,109.66666666666667,111.45138867696126,114.31100006103516,133.2646667989095,143.66225032806398,109.80296701845737,90.0,209.5,False,False,False,False,False,False,False,False,False,-0.9090909090909038,noise,44.345898004434595,False,False,False,False,,Chemicals & Petrochemicals,Dyes And Pigments,62.99019607843137,False,False
DUCON.NS,3.3399999141693115,3.5358332991600037,3.4266666571299234,3.3917999935150145,3.457866659164429,3.871949987411499,3.4472819060931807,2.2200000286102295,6.909999847412109,False,False,False,False,False,True,False,False,False,-42.90598344242036,noise,80.62807887713709,False,False,False,False,,Industrial Manufacturing,Industrial Products,10.82516339869281,False,False
DURLAX.NS,47.0,48.23749987284342,53.34027756585015,52.49299980163574,45.714662628173826,44.33974699020386,48.47975093963526,30.549999237060547,64.3499984741211,True,True,True,True,False,True,False,False,False,9.429567322744248,red,122.51795521757498,False,False,False,False,,Consumer Durables,"Furniture, Home Furnishing",72.26307189542483,True,False
DWARKESH.NS,43.4900016784668,43.89416694641113,44.21833356221517,44.867800064086914,40.49219998677572,41.098199939727785,43.588957604487305,32.130001068115234,53.09000015258789,True,False,False,True,False,True,True,False,False,-3.978631565480306,noise,21.602311304574968,False,False,False,False,,Agricultural Food & other Products,Sugar,58.782679738562095,False,False
DSSL.NS,1320.5,1364.7999979654949,1456.3250088161892,1361.9100073242187,1082.3103369140624,1046.7310018920898,1382.6294867742731,781.0,1924.800048828125,True,True,True,True,False,True,False,False,False,24.041836618037383,noise,24.386804565841928,False,False,False,False,,IT - Services,IT Enabled Services,81.94444444444444,True,False
DYNAMATECH.NS,9940.0,10499.416666666666,10672.75,10930.14,9890.51962890625,9332.360219726563,10449.768359908086,6316.743428028843,12875.0,True,True,True,True,False,True,True,False,False,41.880654379801484,red,120.16195568026112,False,False,False,False,,Industrial Manufacturing,Industrial Products,88.72549019607843,True,False
DYCL.NS,369.6000061035156,346.1666666666667,331.51944563123914,344.1972009277344,319.1041328938802,340.4070993041992,355.0462299061464,236.8000030517578,526.75,True,False,False,True,True,True,False,True,False,-21.403507473999873,noise,58.140154670758704,False,True,False,False,,Industrial Products,Cables - Electricals,35.98856209150327,False,False
DYNAMIC.NS,180.85000610351562,159.5541674296061,141.4069449106852,141.9240003967285,127.02533325195313,125.05924995422363,164.67138090588156,84.69999694824219,183.89999389648438,True,True,False,True,True,True,True,True,False,17.24473653388372,ppv,210.6847253574116,False,False,True,False,,Commercial Services & Supplies,Diversified Commercial Services,77.90032679738562,True,False
DYNPRO.NS,232.10000610351562,231.56666692097983,236.03416781955295,235.1410006713867,237.78420064290364,260.1599011230469,233.48216885289307,190.8000030517578,415.79998779296875,False,False,False,False,False,False,False,False,False,-18.84615171205747,dry,16.573817839059345,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,39.501633986928105,False,False
EFACTOR.NS,181.0,182.74166615804037,194.89166598849826,206.0309994506836,250.5046664428711,258.8563176727295,181.57782543563565,160.10000610351562,348.0,False,False,False,False,False,False,False,False,False,-15.942138052982457,dry,16.94915254237288,False,False,False,False,,Other Consumer Services,Other Consumer Services,43.4640522875817,False,False
E2E.NS,395.3999938964844,402.98333231608075,383.51000044080945,358.59619995117185,271.4222666422526,282.3200996398926,410.05150365474515,183.36000061035156,469.3999938964844,True,False,True,True,True,True,True,False,False,54.23021470033802,noise,93.21582380663158,False,False,False,False,,IT - Services,IT Enabled Services,91.7892156862745,True,False
EASEMYTRIP.NS,7.0,7.919999957084656,7.720277706782023,7.751799945831299,7.484733320871989,7.650549998283386,7.618968163190694,5.769999980926514,11.109999656677246,False,False,False,True,False,False,False,False,False,-33.39676643618177,noise,82.16090779100574,False,False,False,False,,Leisure Services,"Tour, Travel Related Services",20.302287581699346,False,False
ECLERX.NS,1345.300048828125,1406.375,1477.4722222222222,1481.4160009765626,1817.217333984375,1903.7027465820313,1401.9681201694345,1321.0,2497.5,False,False,False,False,False,False,False,False,False,-23.286207921721804,red,155.05784747038422,False,False,False,False,,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),33.57843137254902,False,False
ECOSMOBLTY.NS,131.13999938964844,132.1824982961019,134.30833392673068,135.85760040283202,164.00286682128908,183.10850036621093,132.83283707808835,103.94000244140625,355.46779652696443,False,False,False,False,False,False,False,False,False,-55.133442440663096,dry,8.082699974612405,False,False,False,False,,Transport Services,Road Transport,4.616013071895425,False,False
EDELWEISS.NS,120.88999938964844,120.28166580200195,115.3944443596734,116.44660003662109,112.1953998819987,112.57994777679443,121.63055036851907,90.58317911856855,133.89999389648438,True,False,True,True,True,True,True,False,False,12.435505118399238,noise,41.83626652247431,False,False,False,False,,Finance,Holding Company,74.4281045751634,True,False
EDUCOMP.NS,0.9800000190734863,0.9716666688521703,0.9758333398236169,0.9692000067234039,1.0532666695117952,1.15015000551939,0.9792534390960361,0.8500000238418579,1.9900000095367432,False,False,False,False,True,False,False,True,False,-48.69109758116858,red,131.1228296342163,False,False,False,False,,Other Consumer Services,Education,7.107843137254902,False,False
EFCIL.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,49.049848818907186,False,False,False,False,,Commercial Services & Supplies,Diversified Commercial Services,,False,False
EFFWA.NS,365.0,343.2624969482422,297.2624986436632,280.6999987792969,238.81599934895834,234.6409992980957,352.15780132198284,165.0,383.0,True,True,True,True,True,True,True,True,False,51.45228215767634,noise,53.23679727427598,False,False,False,False,,Other Utilities,Waste Management,91.01307189542483,True,True
EICHERMOT.NS,7426.0,7517.583333333333,7255.833333333333,7240.98,7264.346666666666,7177.1275,7506.268445137394,5284.478673610159,8230.0,True,True,True,False,True,True,True,False,False,33.63455873469163,red,447.81334864976577,False,False,False,False,,Automobiles,2/3 Wheelers,86.23366013071896,True,False
EIDPARRY.NS,714.0,718.2208353678385,753.415279812283,781.3309997558594,876.4830013020834,920.6017523193359,717.300240347949,698.2000122070312,1246.800048828125,False,False,False,False,False,False,False,False,False,-26.618705035971225,noise,72.35764106623063,False,False,False,False,,Food Products,Other Food Products,29.166666666666668,False,False
EIHOTEL.NS,320.8999938964844,315.3833312988281,311.50694359673395,316.46100036621095,330.8776666259766,345.15399993896483,318.9011484773758,271.1499938964844,434.79998779296875,False,False,False,False,True,False,False,True,False,-7.818286697133104,red,216.21345042840795,False,False,False,False,,Leisure Services,Hotels & Resorts,54.166666666666664,False,False
EIHAHOTELS.NS,323.95001220703125,315.9875030517578,314.07222154405383,317.70299865722654,329.4589990234375,343.5337490844727,318.77598285474204,266.6499938964844,434.8999938964844,False,False,False,False,True,False,False,True,True,-10.608320524830306,noise,73.48879122888357,False,True,False,False,,Leisure Services,Hotels & Resorts,50.16339869281046,False,False
EIMCOELECO.NS,1663.0999755859375,1652.4833374023438,1595.6119283040364,1602.980009765625,1599.522774251302,1674.2128424072266,1677.6305360138301,1401.8188379398755,3011.990313706701,False,False,False,False,True,False,False,False,False,-29.410405701253307,noise,73.64069279580406,False,False,False,False,,Industrial Manufacturing,Industrial Products,25.612745098039213,False,False
ELANTAS.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,True,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,,False,False
ELCIDIN.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,False,False,True,,Finance,Investment Company,,False,False
ELDEHSG.NS,805.2999877929688,799.0666656494141,806.1402757432726,816.902998046875,855.1470003255208,848.0290612792969,801.077653133494,683.3265572309473,1044.0999755859375,False,True,True,False,False,False,True,True,False,1.2779844552446296,red,125.75430559837908,False,False,False,False,,Realty,"Residential, Commercial Projects",65.19607843137256,False,False
ELECON.NS,522.7999877929688,539.7208251953125,522.0670284695095,517.2864923095703,462.0338944498698,488.46556396484374,533.2454506995986,351.0001816860465,680.4320046368191,True,False,False,True,True,True,True,False,False,-16.34415921805169,noise,24.958369401762546,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,42.76960784313725,False,False
EFORCE.NS,21.850000381469727,22.920833428700764,23.515277915530735,24.68200008392334,28.49100008646647,31.402750072479247,22.711120637656197,16.149999618530273,54.5,False,False,False,False,False,True,False,False,False,-57.114818342920984,red,108.99182561307903,False,False,False,False,,Electrical Equipment,Other Electrical Equipment,3.880718954248366,False,False
EMIL.NS,116.30999755859375,115.43249956766765,114.76305516560872,115.15059982299805,105.7488666788737,115.76089988708496,117.20365833512764,84.9000015258789,168.5,True,False,False,False,True,True,False,False,True,-20.401039251805532,dry,19.142578252856698,False,False,False,False,,Retailing,Diversified Retail,37.33660130718954,False,False
ELECTCAST.NS,76.69999694824219,78.14500045776367,78.91916677686903,80.40360000610352,75.91553342183431,80.13989999771118,78.6359579739037,60.150001525878906,136.7973458958543,False,False,False,True,False,False,False,False,False,-38.01703658430795,noise,57.992994239979076,False,False,False,False,,Industrial Products,Iron & Steel Products,15.645424836601308,False,False
ELECTHERM.NS,1165.5,1120.4874877929688,933.0611080593533,893.2599963378906,811.2926647949218,863.1202490234375,1104.0291094729357,551.0,1280.4000244140625,True,False,True,True,True,True,True,True,False,-4.4280442804427995,ppv,77.48564638686634,False,False,False,False,,Industrial Products,Iron & Steel Products,58.00653594771242,False,False
ELGIEQUIP.NS,608.2999877929688,606.5083211263021,580.6499989827474,572.8869995117187,514.0973333740235,506.98925018310547,607.186256696215,408.25,633.8499755859375,True,True,True,True,True,True,True,True,False,15.514839359938648,green,193.37657711042684,False,False,False,False,,Industrial Products,"Compressors, Pumps & Diesel Engines",76.83823529411765,True,True
ELGIRUBCO.NS,45.790000915527344,49.24333349863688,48.767777866787384,49.94540000915527,45.854800084431965,50.636599960327146,48.3265309191257,32.720001220703125,90.5,False,False,False,False,False,True,False,False,False,-16.593807572222495,red,123.8244994950592,False,False,False,False,,Industrial Products,Rubber,42.44281045751634,False,False
ELIN.NS,98.43000030517578,104.55166689554851,112.27055592007108,115.4172006225586,135.75286651611327,153.82855003356934,103.69923739010002,93.6500015258789,234.0,False,False,False,False,False,False,False,False,False,-42.70663646290973,noise,85.65977067878828,False,False,False,False,,Consumer Durables,Household Appliances,10.866013071895425,False,False
ELITECON.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,True,False,False,,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,,False,False
ELLEN.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,72.81936718445351,False,False,False,False,,Chemicals & Petrochemicals,Industrial Gases,,False,False
ELPROINTL.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,False,False,False,,Realty,"Residential, Commercial Projects",,False,False
EMAMILTD.NS,408.54998779296875,400.4708302815755,407.220831129286,420.7539984130859,459.72729431152345,480.3928399658203,402.0961594592913,376.3999938964844,621.8920541487975,False,False,False,False,False,False,False,True,False,-26.25917810452656,green,194.42434931861132,False,False,False,False,,Personal Products,Personal Care,29.73856209150327,False,False
EMAMIPAP.NS,85.77999877929688,85.103333791097,82.83555560641818,81.38979995727539,81.70439997355143,86.15464981079101,85.45328715981579,55.0,122.0,False,False,False,False,True,True,False,True,False,-8.438475502876164,noise,81.95179910698599,False,False,False,False,,"Paper, Forest & Jute Products",Paper & Paper Products,53.18627450980392,False,False
EMAMIREAL.NS,84.79000091552734,87.65416653951009,89.50194528367784,89.50220062255859,78.20020024617513,84.35240036010742,86.81788774605646,48.20000076293945,129.0,True,False,False,True,False,True,False,False,False,-28.028178700745364,ppv,54.49229356621173,False,False,False,False,,Realty,"Residential, Commercial Projects",27.369281045751638,False,False
EMBDL.NS,61.66999816894531,61.88249969482422,62.931944105360245,59.21779968261719,60.780133158365885,68.80244983673096,61.8846263474981,39.459999084472656,128.0,False,False,False,False,True,True,False,False,False,-47.949023952035276,noise,66.24797681507233,False,False,False,False,,Realty,"Residential, Commercial Projects",7.516339869281046,False,False
EMBASSY.NS,428.260009765625,428.89749908447266,428.71388668484155,427.27238830566404,424.84331685384115,418.95352661132813,428.57449883663327,360.22799101790196,454.9686982149808,True,True,True,True,True,False,True,False,False,16.309742163328323,red,175.7779960753111,False,False,False,False,,Realty,Real Estate Investment Trusts (REITs),77.36928104575163,True,False
EMCURE.NS,1849.5,1774.3666483561199,1730.41943359375,1710.0119897460938,1557.1113305664062,1506.548999633789,1803.582428617549,1226.3641410232713,1944.0,True,True,True,True,True,True,True,True,False,37.3850662705429,noise,83.07663858185597,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,87.7859477124183,True,True
EMKAY.NS,274.1499938964844,286.0258280436198,252.29638671875,246.62799835205078,250.6075321451823,263.20189926147464,282.6676776881873,186.0,409.8999938964844,True,False,False,False,True,True,False,False,False,25.06222242145524,noise,60.16536982236812,False,False,False,False,,Capital Markets,Stockbroking & Allied,82.51633986928104,True,False
